src_ip,dst_ip,up_bytes,down_bytes
192.168.108.210,146.75.90.137,6519,80585
192.168.108.210,146.75.90.167,7245,75434
192.168.108.210,148.69.168.40,192574,1642177
192.168.108.210,150.222.215.31,20296,233908
192.168.108.210,157.240.212.174,644142,5488127
192.168.108.210,157.240.212.35,386509,3265244
192.168.108.210,157.240.212.60,183645,1672947
192.168.108.210,172.104.223.72,30870,229457
192.168.108.210,172.217.17.14,908267,8596442
192.168.108.210,172.67.73.32,71106,617607
192.168.108.210,18.154.48.124,104774,935376
192.168.108.210,185.15.58.224,431546,3859569
192.168.108.210,185.88.181.4,264243,2137538
192.168.108.210,192.168.108.226,12990,29974
192.168.108.210,192.168.108.234,14507,32764
192.168.108.210,192.168.108.240,3031242,24795206
192.168.108.210,193.126.232.45,125405,1192821
192.168.108.210,193.126.240.146,444003,3557309
192.168.108.210,193.137.20.123,100709,944824
192.168.108.210,198.58.105.70,8802,102976
192.168.108.210,199.30.29.200,41887,378842
192.168.108.210,20.136.7.117,67418,566081
192.168.108.210,204.79.197.212,372344,3359417
192.168.108.210,213.13.146.142,147928,1163296
192.168.108.210,216.58.215.131,265655,2339289
192.168.108.210,3.2.11.105,15382,136832
192.168.108.210,3.3.1.247,77196,654283
192.168.108.210,34.3.8.168,150799,1354679
192.168.108.210,52.103.129.26,22676,185354
192.168.108.210,52.165.103.208,35378,294896
192.168.108.210,52.185.112.88,24619,153923
192.168.108.210,52.239.185.198,39681,417048
192.168.108.210,52.245.66.28,50612,418048
192.168.108.210,52.46.252.76,5224,45688
192.168.108.210,54.192.95.95,161879,1432605
192.168.108.210,54.240.234.228,7310,57705
192.168.108.210,62.28.254.212,336261,2897106
192.168.108.210,62.28.254.215,163694,1519017
192.168.108.210,66.254.114.41,174842,1343607
192.168.108.210,69.55.49.237,20159,120171
192.168.108.210,88.157.217.145,190236,1618735
192.168.108.210,88.157.217.146,117605,1189434
192.168.108.22,104.17.45.30,62981,507307
192.168.108.22,104.22.47.238,69928,585548
192.168.108.22,104.244.42.193,703704,6098119
192.168.108.22,104.26.3.6,171762,1535291
192.168.108.22,104.26.9.83,98698,1005605
192.168.108.22,108.157.98.113,58851,488902
192.168.108.22,108.157.98.51,27051,287224
192.168.108.22,129.149.28.67,23755,210800
192.168.108.22,13.105.116.6,35378,295877
192.168.108.22,13.107.238.254,64607,484079
192.168.108.22,13.107.42.14,46689,311440
192.168.108.22,13.107.42.17,16296,623067
192.168.108.22,13.107.42.28,74998,4269337
192.168.108.22,13.107.42.42,28800,1293202
192.168.108.22,13.107.42.43,35490,1138632
192.168.108.22,13.107.42.44,36299,1025771
192.168.108.22,13.107.42.48,67761,1132472
192.168.108.22,13.107.6.156,21752,209534
192.168.108.22,131.253.41.10,8217,56761
192.168.108.22,142.250.184.182,31673,1216730
192.168.108.22,142.250.184.189,64224,2490289
192.168.108.22,142.250.184.200,53407,2013371
192.168.108.22,142.250.184.212,32531,1121928
192.168.108.22,142.250.184.247,33401,1026649
192.168.108.22,142.250.200.68,1415825,11457612
192.168.108.22,143.42.182.77,42415,376243
192.168.108.22,146.75.90.137,10734,116940
192.168.108.22,146.75.90.167,154886,1399586
192.168.108.22,147.154.38.202,106333,966367
192.168.108.22,148.69.168.40,152147,1195631
192.168.108.22,15.230.219.165,22051,200440
192.168.108.22,150.222.0.75,57193,486353
192.168.108.22,150.222.227.97,23428,210320
192.168.108.22,150.222.231.218,72978,653805
192.168.108.22,150.222.67.122,58099,376482
192.168.108.22,157.240.212.174,910935,7571787
192.168.108.22,157.240.212.35,1155084,9319870
192.168.108.22,157.240.212.60,554158,4869820
192.168.108.22,157.55.38.115,15514,142538
192.168.108.22,159.248.200.136,26724,179447
192.168.108.22,170.187.131.177,21005,176444
192.168.108.22,172.104.218.28,43631,407381
192.168.108.22,172.217.17.14,1600438,13423173
192.168.108.22,172.96.97.66,86210,932434
192.168.108.22,18.154.22.25,115626,955119
192.168.108.22,18.154.41.91,12245,88337
192.168.108.22,18.154.48.124,526006,4443839
192.168.108.22,185.15.58.224,430670,3803816
192.168.108.22,185.88.181.4,133302,1148933
192.168.108.22,191.238.133.162,86740,667623
192.168.108.22,192.168.108.226,25113,54775
192.168.108.22,192.168.108.234,22336,53924
192.168.108.22,192.168.108.240,4513662,38087514
192.168.108.22,192.18.202.154,98243,748608
192.168.108.22,193.126.232.45,327683,2742940
192.168.108.22,193.126.240.146,557606,4670629
192.168.108.22,193.137.20.123,111235,961916
192.168.108.22,198.199.100.210,21272,218877
192.168.108.22,198.54.117.212,108526,925217
192.168.108.22,20.34.51.121,29360,200320
192.168.108.22,20.95.48.96,46366,284926
192.168.108.22,204.79.197.212,520666,4697767
192.168.108.22,212.111.40.130,34367,341727
192.168.108.22,213.13.146.142,1283521,11302860
192.168.108.22,213.52.130.45,53668,387961
192.168.108.22,216.58.215.131,1182291,10239401
192.168.108.22,23.49.244.54,38234,321429
192.168.108.22,23.97.112.104,29424,234121
192.168.108.22,3.4.1.67,6777,67538
192.168.108.22,3.4.9.183,94261,773497
192.168.108.22,40.77.175.13,24066,197746
192.168.108.22,40.77.202.13,80775,759740
192.168.108.22,40.77.237.190,157166,1344824
192.168.108.22,40.79.80.132,19898,158462
192.168.108.22,40.82.103.38,130260,966887
192.168.108.22,40.96.61.92,80797,845567
192.168.108.22,45.60.74.62,30120,163760
192.168.108.22,45.79.15.196,13924,104093
192.168.108.22,52.103.38.48,26771,231329
192.168.108.22,52.185.54.95,40143,340314
192.168.108.22,52.93.149.126,15454,151395
192.168.108.22,52.93.59.90,23396,242968
192.168.108.22,52.93.60.71,18404,159601
192.168.108.22,52.95.242.90,12429,131099
192.168.108.22,54.192.95.95,68475,634131
192.168.108.22,62.28.254.212,233892,1947843
192.168.108.22,62.28.254.215,369931,3336545
192.168.108.22,65.52.32.177,22911,214723
192.168.108.22,66.254.114.41,420367,3592516
192.168.108.22,72.247.155.216,27838,222679
192.168.108.22,76.223.168.229,12341,86760
192.168.108.22,76.223.173.63,42291,374558
192.168.108.22,88.157.217.145,400917,3494539
192.168.108.22,88.157.217.146,362414,3214614
192.168.108.22,88.157.217.148,32496,321948
192.168.108.22,94.46.135.219,46680,429178
192.168.108.23,104.17.45.30,334324,2861460
192.168.108.23,104.22.47.238,318272,2776413
192.168.108.23,104.244.42.193,1075687,9493015
192.168.108.23,104.26.3.6,334038,2837674
192.168.108.23,104.26.9.83,52410,451183
192.168.108.23,104.83.180.153,145227,1245595
192.168.108.23,108.157.98.113,267425,2167930
192.168.108.23,108.157.98.51,182263,1481980
192.168.108.23,129.146.14.131,13194,117088
192.168.108.23,129.148.164.72,11687,100054
192.168.108.23,129.148.167.16,12515,101346
192.168.108.23,129.213.2.164,121656,1017434
192.168.108.23,129.213.2.238,219283,1810459
192.168.108.23,13.107.237.42,837740,7330370
192.168.108.23,13.107.3.105,92144,849946
192.168.108.23,13.107.42.10,21484,999600
192.168.108.23,13.107.42.13,44530,2751004
192.168.108.23,13.107.42.14,345611,2980071
192.168.108.23,13.107.42.21,61107,1228569
192.168.108.23,13.107.42.30,38663,1766790
192.168.108.23,13.107.42.31,26053,1347714
192.168.108.23,13.107.42.36,38859,1834187
192.168.108.23,13.107.42.38,29705,1217813
192.168.108.23,13.107.42.43,34833,1167411
192.168.108.23,13.107.42.46,64037,3353181
192.168.108.23,13.107.42.51,55427,1715405
192.168.108.23,13.107.42.53,57173,1379413
192.168.108.23,13.107.42.54,48808,2387043
192.168.108.23,13.107.42.59,50807,2013527
192.168.108.23,13.107.42.61,52986,1976693
192.168.108.23,13.107.6.156,201390,1723335
192.168.108.23,13.34.38.118,57246,447947
192.168.108.23,13.34.71.5,55994,491641
192.168.108.23,130.176.254.241,8901,66812
192.168.108.23,130.35.228.243,31555,235996
192.168.108.23,130.35.229.66,31705,249888
192.168.108.23,131.186.6.176,24198,173543
192.168.108.23,131.253.35.156,21869,238855
192.168.108.23,134.70.13.217,46106,344662
192.168.108.23,134.70.34.197,20823,156479
192.168.108.23,138.2.247.230,30571,180301
192.168.108.23,139.144.132.176,7007,56759
192.168.108.23,139.144.135.96,17197,99916
192.168.108.23,139.144.240.33,76993,691656
192.168.108.23,140.204.76.220,66883,620409
192.168.108.23,142.250.184.137,36528,1467419
192.168.108.23,142.250.184.157,45715,3846324
192.168.108.23,142.250.184.191,37679,1662901
192.168.108.23,142.250.184.201,45919,1460527
192.168.108.23,142.250.184.205,28118,766178
192.168.108.23,142.250.184.215,35550,1382503
192.168.108.23,142.250.184.219,110775,5165222
192.168.108.23,142.250.184.232,63601,3949215
192.168.108.23,142.250.184.236,29680,1200160
192.168.108.23,142.250.184.239,29211,1437721
192.168.108.23,142.250.200.68,3874435,33754687
192.168.108.23,143.42.169.104,147870,1364795
192.168.108.23,146.75.89.140,95074,865352
192.168.108.23,146.75.90.137,36073,299928
192.168.108.23,146.75.90.167,38631,344702
192.168.108.23,148.69.168.40,675809,5828457
192.168.108.23,15.230.101.37,12992,111300
192.168.108.23,15.230.249.222,54323,506636
192.168.108.23,15.230.250.161,52961,440798
192.168.108.23,150.171.23.16,5485,47257
192.168.108.23,150.222.224.175,28956,257065
192.168.108.23,151.236.222.107,21981,270630
192.168.108.23,157.240.212.174,2946949,25226023
192.168.108.23,157.240.212.35,2442211,20190025
192.168.108.23,157.240.212.60,1601139,13913627
192.168.108.23,157.55.106.219,12338,102547
192.168.108.23,157.55.192.145,18640,174312
192.168.108.23,157.56.160.143,12482,76770
192.168.108.23,159.89.48.127,75068,707305
192.168.108.23,16.12.19.163,15490,107903
192.168.108.23,162.222.148.10,24359,192936
192.168.108.23,168.61.130.240,29614,205955
192.168.108.23,172.110.39.25,6951,48804
192.168.108.23,172.217.17.14,2697957,23859721
192.168.108.23,172.96.110.192,4152,48088
192.168.108.23,173.230.156.25,12863,142024
192.168.108.23,173.255.196.119,157314,1271875
192.168.108.23,173.255.205.58,33376,282679
192.168.108.23,178.79.153.160,56907,416556
192.168.108.23,18.154.22.25,131100,985431
192.168.108.23,18.154.41.91,27725,206662
192.168.108.23,18.154.48.124,809645,6771780
192.168.108.23,185.15.58.224,1427163,12280236
192.168.108.23,185.88.181.4,546045,5039697
192.168.108.23,185.88.181.55,268445,2265280
192.168.108.23,186.192.81.5,152987,1268523
192.168.108.23,191.237.204.163,17285,227937
192.168.108.23,192.168.108.226,64888,148105
192.168.108.23,192.168.108.234,58363,135014
192.168.108.23,192.168.108.240,10248337,85709183
192.168.108.23,192.29.129.214,61263,571935
192.168.108.23,193.126.232.45,611766,5376488
192.168.108.23,193.126.240.146,1922921,16873974
192.168.108.23,193.137.20.123,257113,2118172
192.168.108.23,198.199.97.174,197752,1744898
192.168.108.23,198.211.108.160,78300,664336
192.168.108.23,198.54.117.212,149752,1193385
192.168.108.23,198.74.62.207,16541,133851
192.168.108.23,199.30.29.92,38552,283946
192.168.108.23,199.59.149.253,8107,52168
192.168.108.23,20.140.168.235,47552,480225
192.168.108.23,20.140.227.5,12894,94258
192.168.108.23,20.195.130.1,119566,1048782
192.168.108.23,20.201.231.106,41735,351367
192.168.108.23,20.38.24.158,28835,209847
192.168.108.23,20.38.24.191,4356,34601
192.168.108.23,204.79.197.212,1432483,11887173
192.168.108.23,205.251.253.59,27426,156841
192.168.108.23,207.135.21.222,19004,163708
192.168.108.23,208.68.38.108,55926,465641
192.168.108.23,212.111.41.113,134231,1102887
192.168.108.23,213.13.146.142,1977994,16994953
192.168.108.23,216.58.215.131,2410869,20293937
192.168.108.23,23.103.204.170,16475,85605
192.168.108.23,23.103.209.170,43277,325187
192.168.108.23,23.49.244.192,56449,455858
192.168.108.23,23.49.244.54,329299,2751251
192.168.108.23,23.98.54.52,19233,203446
192.168.108.23,3.2.0.176,29617,182511
192.168.108.23,3.3.13.191,34582,317202
192.168.108.23,3.33.34.216,51997,433945
192.168.108.23,34.3.0.105,6705,38768
192.168.108.23,40.123.164.152,41729,333189
192.168.108.23,40.123.164.83,114191,1030851
192.168.108.23,40.64.135.213,111864,1016127
192.168.108.23,40.66.4.152,38948,309335
192.168.108.23,40.75.39.103,27186,161662
192.168.108.23,40.77.166.104,49922,364805
192.168.108.23,40.77.175.103,38436,320324
192.168.108.23,40.77.248.37,10511,101949
192.168.108.23,40.79.87.146,48571,460111
192.168.108.23,40.79.89.221,12752,72932
192.168.108.23,40.79.92.171,12780,88240
192.168.108.23,40.82.61.141,8937,98786
192.168.108.23,40.91.14.165,92970,723247
192.168.108.23,40.97.34.164,32439,203058
192.168.108.23,45.60.74.62,68628,612018
192.168.108.23,51.141.136.14,26677,228438
192.168.108.23,51.141.136.86,125236,884572
192.168.108.23,52.101.102.220,82203,613932
192.168.108.23,52.111.208.116,49755,334282
192.168.108.23,52.112.111.140,61452,498120
192.168.108.23,52.126.232.23,35426,253300
192.168.108.23,52.126.237.215,11501,101329
192.168.108.23,52.144.197.201,99763,903056
192.168.108.23,52.185.56.10,20098,160335
192.168.108.23,52.46.170.164,168259,1527322
192.168.108.23,52.93.5.118,44319,354834
192.168.108.23,52.93.59.7,63316,552039
192.168.108.23,52.94.253.144,58541,511153
192.168.108.23,52.94.29.21,31435,183759
192.168.108.23,52.94.68.40,16615,121711
192.168.108.23,54.192.95.95,491392,4036432
192.168.108.23,62.28.254.212,490976,4174767
192.168.108.23,62.28.254.215,577688,5077654
192.168.108.23,63.246.125.109,49461,412435
192.168.108.23,65.55.110.21,84237,720826
192.168.108.23,66.254.114.41,317961,2621888
192.168.108.23,69.55.54.12,150048,1323105
192.168.108.23,74.207.228.29,7606,77752
192.168.108.23,74.207.250.74,25857,233363
192.168.108.23,8.8.4.57,24538,197583
192.168.108.23,8.8.8.206,31112,250826
192.168.108.23,88.157.217.145,1603109,13381426
192.168.108.23,88.157.217.146,618630,5134403
192.168.108.23,88.157.217.148,84022,718691
192.168.108.24,104.17.45.30,327289,2776015
192.168.108.24,104.212.68.116,71153,627186
192.168.108.24,104.22.47.238,45552,469796
192.168.108.24,104.244.42.193,1124516,9515267
192.168.108.24,104.26.3.6,79468,587684
192.168.108.24,104.26.9.83,159717,1233599
192.168.108.24,104.47.210.240,17205,167061
192.168.108.24,108.157.98.113,198342,1668797
192.168.108.24,108.157.98.51,49474,405713
192.168.108.24,13.105.28.223,14220,131539
192.168.108.24,13.107.16.98,18146,161186
192.168.108.24,13.107.237.42,71856,700800
192.168.108.24,13.107.42.12,48970,2138670
192.168.108.24,13.107.42.14,72152,661607
192.168.108.24,13.107.42.19,39037,1958676
192.168.108.24,13.107.42.20,48724,1423954
192.168.108.24,13.107.42.21,53737,1996204
192.168.108.24,13.107.42.32,48198,1407204
192.168.108.24,13.107.42.36,31755,1242901
192.168.108.24,13.107.42.37,36912,2112354
192.168.108.24,13.107.42.7,57387,3243835
192.168.108.24,13.107.50.41,26182,235506
192.168.108.24,13.107.6.156,212279,1694490
192.168.108.24,13.34.14.245,10844,72468
192.168.108.24,13.34.27.69,19235,193115
192.168.108.24,13.87.125.146,10960,94011
192.168.108.24,131.253.33.209,65522,513482
192.168.108.24,134.70.67.108,50173,353037
192.168.108.24,137.184.240.8,78914,705233
192.168.108.24,138.1.80.90,42704,320450
192.168.108.24,140.204.112.185,22518,206784
192.168.108.24,140.91.89.26,22550,220441
192.168.108.24,142.250.184.149,60178,2811423
192.168.108.24,142.250.184.165,29900,1045916
192.168.108.24,142.250.184.175,59905,1791853
192.168.108.24,142.250.184.179,36143,1982314
192.168.108.24,142.250.184.183,41765,1639970
192.168.108.24,142.250.184.193,34709,1345201
192.168.108.24,142.250.184.223,31246,1655221
192.168.108.24,142.250.184.237,124060,5882085
192.168.108.24,142.250.184.252,106180,6115754
192.168.108.24,142.250.200.68,1810173,15581152
192.168.108.24,143.198.240.187,10090,103600
192.168.108.24,146.190.179.6,55619,510749
192.168.108.24,146.75.89.140,29805,243361
192.168.108.24,146.75.90.137,69288,599643
192.168.108.24,146.75.90.167,126612,1191642
192.168.108.24,148.69.168.40,383920,3149763
192.168.108.24,15.177.87.64,16674,159972
192.168.108.24,15.230.140.136,8019,70040
192.168.108.24,150.222.178.14,71284,581495
192.168.108.24,150.222.180.7,60253,577152
192.168.108.24,150.222.66.74,23691,215480
192.168.108.24,151.148.38.200,106342,1010633
192.168.108.24,157.240.212.174,1304388,11012777
192.168.108.24,157.240.212.35,1951947,16395090
192.168.108.24,157.240.212.60,901577,7298739
192.168.108.24,159.248.247.187,5163,56001
192.168.108.24,170.187.134.96,16658,133273
192.168.108.24,172.217.17.14,1271175,10612283
192.168.108.24,172.67.73.32,13985,94226
192.168.108.24,173.255.205.76,27504,141305
192.168.108.24,18.154.22.25,128194,1175438
192.168.108.24,18.154.41.91,8939,84801
192.168.108.24,18.154.48.124,429239,3392570
192.168.108.24,18.67.242.41,130245,1027845
192.168.108.24,185.15.58.224,580428,4934568
192.168.108.24,185.88.181.4,360424,3126474
192.168.108.24,185.88.181.55,13612,125763
192.168.108.24,186.192.81.5,14489,107513
192.168.108.24,191.235.248.197,10756,64656
192.168.108.24,191.235.249.207,12023,92390
192.168.108.24,192.168.108.226,34960,79980
192.168.108.24,192.168.108.234,36525,84394
192.168.108.24,192.168.108.240,6423160,54255875
192.168.108.24,192.241.163.59,57164,457414
192.168.108.24,192.29.139.179,88912,731786
192.168.108.24,193.126.232.45,526384,4412030
192.168.108.24,193.126.240.146,715973,6089043
192.168.108.24,193.137.20.123,238579,2111802
192.168.108.24,198.54.117.212,8998,121310
192.168.108.24,199.30.29.204,150341,1319563
192.168.108.24,20.140.168.248,67029,464344
192.168.108.24,20.42.161.141,30618,262836
192.168.108.24,204.152.19.15,32207,353068
192.168.108.24,204.79.180.193,29469,189128
192.168.108.24,204.79.197.212,734598,6465369
192.168.108.24,207.135.20.187,14496,131173
192.168.108.24,208.68.108.235,100216,809731
192.168.108.24,213.13.146.142,687464,5756921
192.168.108.24,216.58.215.131,687447,5995619
192.168.108.24,23.49.244.192,236601,2049089
192.168.108.24,3.2.47.24,24888,129358
192.168.108.24,35.71.120.15,16032,178058
192.168.108.24,40.101.58.201,56264,446979
192.168.108.24,40.123.176.128,21551,179326
192.168.108.24,40.77.200.89,56199,498080
192.168.108.24,40.77.254.230,65070,516710
192.168.108.24,40.96.55.17,170565,1455821
192.168.108.24,40.96.61.98,7052,45826
192.168.108.24,40.97.4.167,29345,241367
192.168.108.24,40.97.45.216,23104,201021
192.168.108.24,45.60.74.62,95006,951484
192.168.108.24,52.102.166.239,47804,357909
192.168.108.24,52.103.38.185,53036,444936
192.168.108.24,52.108.165.78,117391,997167
192.168.108.24,52.111.209.72,41229,423765
192.168.108.24,52.239.150.121,102040,869530
192.168.108.24,54.192.95.95,429881,3787692
192.168.108.24,54.239.113.154,27701,282535
192.168.108.24,54.239.99.91,34189,297397
192.168.108.24,54.240.245.19,59169,509851
192.168.108.24,62.28.254.212,358170,3073664
192.168.108.24,62.28.254.215,219756,1833217
192.168.108.24,65.55.106.226,12608,121642
192.168.108.24,65.55.217.16,79764,673932
192.168.108.24,65.55.217.248,74042,712001
192.168.108.24,65.55.219.158,30357,366294
192.168.108.24,66.254.114.41,83136,758077
192.168.108.24,74.114.28.149,71399,586964
192.168.108.24,74.119.78.246,15973,168558
192.168.108.24,88.157.217.145,1533806,12749865
192.168.108.24,88.157.217.146,815870,7180195
192.168.108.24,88.157.217.148,143702,1177659
192.168.108.24,94.46.135.219,158270,1259166
192.168.108.25,104.17.45.30,53094,412322
192.168.108.25,104.212.68.58,39881,431357
192.168.108.25,104.22.47.238,38772,304845
192.168.108.25,104.244.42.193,1565705,13319064
192.168.108.25,104.244.47.148,38320,255566
192.168.108.25,104.26.3.6,138609,1252594
192.168.108.25,104.26.9.83,60268,594232
192.168.108.25,104.83.180.153,10587,120950
192.168.108.25,108.157.98.113,114947,970963
192.168.108.25,108.157.98.51,198338,1463782
192.168.108.25,109.74.194.101,32117,330910
192.168.108.25,109.74.206.110,77622,690802
192.168.108.25,129.149.57.4,74338,707523
192.168.108.25,13.105.116.104,72281,587355
192.168.108.25,13.107.231.156,52959,505816
192.168.108.25,13.107.237.42,95288,817172
192.168.108.25,13.107.42.12,43142,2047940
192.168.108.25,13.107.42.14,389113,3294819
192.168.108.25,13.107.42.25,24766,1203755
192.168.108.25,13.107.42.26,32019,1279945
192.168.108.25,13.107.42.31,32382,1293215
192.168.108.25,13.107.42.41,19469,736310
192.168.108.25,13.107.42.5,54668,2946456
192.168.108.25,13.107.42.58,43019,1753923
192.168.108.25,13.107.42.8,34783,1471462
192.168.108.25,13.107.42.9,41541,1630100
192.168.108.25,13.107.6.156,9837,70111
192.168.108.25,13.34.78.216,54495,470124
192.168.108.25,130.35.145.79,8225,76069
192.168.108.25,131.253.27.248,102761,774690
192.168.108.25,131.253.41.91,23234,244713
192.168.108.25,134.65.58.244,102702,749263
192.168.108.25,134.70.34.252,9188,86640
192.168.108.25,138.1.17.195,41842,387235
192.168.108.25,140.204.70.173,40663,281454
192.168.108.25,140.204.76.239,118857,1200190
192.168.108.25,142.250.184.136,34193,2032987
192.168.108.25,142.250.184.142,44312,2053169
192.168.108.25,142.250.184.153,27604,704635
192.168.108.25,142.250.184.163,33304,1153689
192.168.108.25,142.250.184.164,66506,1238330
192.168.108.25,142.250.184.177,42867,2380512
192.168.108.25,142.250.184.204,55510,2423525
192.168.108.25,142.250.184.209,45731,1701266
192.168.108.25,142.250.184.225,37281,1229404
192.168.108.25,142.250.200.68,2495688,20938019
192.168.108.25,143.42.152.204,24401,179917
192.168.108.25,146.75.89.140,64736,607661
192.168.108.25,146.75.90.137,103364,1009932
192.168.108.25,146.75.90.167,11534,78369
192.168.108.25,148.69.168.40,504943,4301021
192.168.108.25,15.177.80.242,38144,304249
192.168.108.25,15.221.48.7,5963,40825
192.168.108.25,15.230.18.219,10117,99697
192.168.108.25,150.171.23.105,5167,44045
192.168.108.25,150.222.0.4,33946,306271
192.168.108.25,150.222.141.148,9955,119205
192.168.108.25,150.222.199.35,93009,735674
192.168.108.25,151.236.222.116,92016,778152
192.168.108.25,157.240.212.174,2554045,21937131
192.168.108.25,157.240.212.35,2599417,21833561
192.168.108.25,157.240.212.60,1195763,10868014
192.168.108.25,157.55.81.56,31101,279507
192.168.108.25,157.56.31.77,40230,356094
192.168.108.25,172.104.215.199,48664,409360
192.168.108.25,172.217.17.14,2454592,21054948
192.168.108.25,178.79.166.209,5862,48249
192.168.108.25,18.154.22.25,37022,288972
192.168.108.25,18.154.48.124,915028,7793642
192.168.108.25,18.67.242.41,19559,158765
192.168.108.25,185.15.58.224,1373329,12128957
192.168.108.25,185.88.181.4,602950,4633822
192.168.108.25,185.88.181.55,416344,3769503
192.168.108.25,186.192.81.5,27249,268604
192.168.108.25,191.237.250.133,40648,365301
192.168.108.25,191.238.74.175,114127,984437
192.168.108.25,192.168.108.226,60402,135325
192.168.108.25,192.168.108.234,50343,113681
192.168.108.25,192.168.108.240,8909676,75387537
192.168.108.25,193.126.232.45,734070,6437706
192.168.108.25,193.126.240.146,2333244,19505015
192.168.108.25,193.137.20.123,71039,702404
192.168.108.25,198.199.98.117,9771,93408
192.168.108.25,198.211.107.118,26029,297312
192.168.108.25,198.54.117.212,218989,1806327
192.168.108.25,199.30.22.205,24623,166915
192.168.108.25,20.135.240.111,23008,239783
192.168.108.25,20.140.17.39,24910,239444
192.168.108.25,20.143.37.127,77173,504334
192.168.108.25,20.158.128.97,60432,501378
192.168.108.25,20.195.130.92,15133,89786
192.168.108.25,20.33.3.66,32837,227525
192.168.108.25,204.79.197.212,987973,8653615
192.168.108.25,205.147.88.55,30764,269766
192.168.108.25,205.251.225.140,45294,368296
192.168.108.25,205.251.225.28,22401,205015
192.168.108.25,205.251.254.123,4835,64415
192.168.108.25,209.17.63.148,13226,145351
192.168.108.25,213.13.146.142,1786704,15325951
192.168.108.25,216.58.215.131,2687702,22630269
192.168.108.25,23.103.191.166,80292,864129
192.168.108.25,23.49.244.192,42976,302814
192.168.108.25,23.49.244.54,136326,1117863
192.168.108.25,23.97.112.72,29952,229053
192.168.108.25,3.2.0.178,227492,1704799
192.168.108.25,3.2.43.125,13306,149740
192.168.108.25,3.5.166.20,68415,421641
192.168.108.25,40.66.0.179,52991,451729
192.168.108.25,40.77.137.44,38722,260399
192.168.108.25,40.77.170.84,164573,1343986
192.168.108.25,40.77.228.126,86961,761104
192.168.108.25,40.77.254.183,55551,505661
192.168.108.25,40.79.89.141,58578,547606
192.168.108.25,40.82.85.25,11606,122053
192.168.108.25,40.97.33.57,32449,236652
192.168.108.25,45.60.74.62,20018,196817
192.168.108.25,50.116.0.236,69904,495391
192.168.108.25,51.0.118.64,24805,226483
192.168.108.25,51.141.128.7,28650,256035
192.168.108.25,51.141.134.62,80235,815404
192.168.108.25,52.101.96.64,8351,42181
192.168.108.25,52.102.158.121,100314,1068630
192.168.108.25,52.108.167.211,100166,892062
192.168.108.25,52.109.164.195,32147,303095
192.168.108.25,52.113.132.94,6764,39381
192.168.108.25,52.115.91.39,40258,288783
192.168.108.25,52.119.206.91,8478,109462
192.168.108.25,52.126.210.19,149430,1236279
192.168.108.25,52.126.218.75,74556,610657
192.168.108.25,52.126.224.81,28666,202275
192.168.108.25,52.126.232.120,16321,132536
192.168.108.25,52.184.170.156,8574,80821
192.168.108.25,52.219.31.36,28848,277758
192.168.108.25,52.245.46.124,22489,185936
192.168.108.25,52.245.68.162,101074,863426
192.168.108.25,52.246.146.87,23052,260701
192.168.108.25,52.93.236.92,42579,411646
192.168.108.25,52.95.244.81,24016,189925
192.168.108.25,54.155.178.5,40594,385007
192.168.108.25,54.192.95.95,337002,2940341
192.168.108.25,54.240.202.37,122473,1138833
192.168.108.25,62.28.254.212,1066808,8660934
192.168.108.25,62.28.254.215,911245,7485405
192.168.108.25,65.55.120.190,30868,256143
192.168.108.25,65.55.212.149,9472,96644
192.168.108.25,66.254.114.41,209423,1792847
192.168.108.25,68.221.145.25,22019,233007
192.168.108.25,69.12.63.43,57392,430957
192.168.108.25,69.164.202.199,33346,223323
192.168.108.25,70.37.11.207,11288,66975
192.168.108.25,72.14.181.29,193399,1649985
192.168.108.25,72.14.183.65,13235,100162
192.168.108.25,76.223.173.184,22557,179566
192.168.108.25,8.8.8.73,22937,171068
192.168.108.25,88.157.217.145,1662002,13805219
192.168.108.25,88.157.217.146,635876,5511315
192.168.108.25,88.157.217.148,407782,3464355
192.168.108.25,88.80.189.95,29113,301545
192.168.108.25,94.46.135.219,13120,135161
192.168.108.26,104.17.45.30,312669,2704392
192.168.108.26,104.22.47.238,140740,1289378
192.168.108.26,104.244.42.193,1397699,12107575
192.168.108.26,104.244.46.174,51396,442908
192.168.108.26,104.26.3.6,612000,5481273
192.168.108.26,104.26.9.83,7555,59669
192.168.108.26,104.47.202.239,42397,248958
192.168.108.26,108.157.98.113,424680,3595557
192.168.108.26,108.157.98.51,43197,432859
192.168.108.26,109.74.204.6,17759,155413
192.168.108.26,129.148.205.15,87640,670372
192.168.108.26,129.213.4.224,34639,253502
192.168.108.26,13.105.108.59,34987,241115
192.168.108.26,13.107.219.94,53164,423329
192.168.108.26,13.107.237.42,35373,363823
192.168.108.26,13.107.253.63,49362,421167
192.168.108.26,13.107.3.128,41105,370771
192.168.108.26,13.107.38.145,77761,741118
192.168.108.26,13.107.42.13,48999,2829322
192.168.108.26,13.107.42.14,181016,1515719
192.168.108.26,13.107.42.18,39788,1963143
192.168.108.26,13.107.42.2,63253,2718776
192.168.108.26,13.107.42.20,52589,1646245
192.168.108.26,13.107.42.22,68186,2040778
192.168.108.26,13.107.42.24,67438,1182712
192.168.108.26,13.107.42.28,49298,2266476
192.168.108.26,13.107.42.35,46583,1458484
192.168.108.26,13.107.42.44,27620,1029122
192.168.108.26,13.107.42.51,40634,1691317
